Domain,Area,Element,Item,Year,Value
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2013","2499.56"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2014","5936"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2014","408.1"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2014","2422.82"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2015","5912"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2015","404.3"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2015","2390.42"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2016","6080"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2016","400.1"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2016","2432.32"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2017","6252"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2017","391.9"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2017","2450.31"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2018","6081"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2018","409.7"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2018","2491.66"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2019","6234"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2019","401.6"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2019","2503.21"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2020","6189"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2020","409.8"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2020","2536.49"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2021","6168"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2021","413.1"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2021","2547.97"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2022","6197"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2022","408"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2022","2528.63"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2023","6185"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2023","411.4"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2023","2544.43"
"Crops and livestock products","Ghana","Area harvested","Unmanufactured tobacco","2024","6183"
"Crops and livestock products","Ghana","Yield","Unmanufactured tobacco","2024","414.1"
"Crops and livestock products","Ghana","Production","Unmanufactured tobacco","2024","2560.24"
"Crops and livestock products","Ghana","Area harvested","Yams","2012","426343"
"Crops and livestock products","Ghana","Yield","Yams","2012","15571.7"
"Crops and livestock products","Ghana","Production","Yams","2012","6638867"
"Crops and livestock products","Ghana","Area harvested","Yams","2013","421558"
"Crops and livestock products","Ghana","Yield","Yams","2013","16782"
"Crops and livestock products","Ghana","Production","Yams","2013","7074574"
"Crops and livestock products","Ghana","Area harvested","Yams","2014","428000"
"Crops and livestock products","Ghana","Yield","Yams","2014","16633.2"
"Crops and livestock products","Ghana","Production","Yams","2014","7119000"
"Crops and livestock products","Ghana","Area harvested","Yams","2015","430198"
"Crops and livestock products","Ghana","Yield","Yams","2015","16960"
"Crops and livestock products","Ghana","Production","Yams","2015","7296150.36"
"Crops and livestock products","Ghana","Area harvested","Yams","2016","438183"
"Crops and livestock products","Ghana","Yield","Yams","2016","16980"
"Crops and livestock products","Ghana","Production","Yams","2016","7440354.5"
"Crops and livestock products","Ghana","Area harvested","Yams","2017","458480"
"Crops and livestock products","Ghana","Yield","Yams","2017","17136.8"
"Crops and livestock products","Ghana","Production","Yams","2017","7856898.64"
"Crops and livestock products","Ghana","Area harvested","Yams","2018","470000"
"Crops and livestock products","Ghana","Yield","Yams","2018","16719.6"
"Crops and livestock products","Ghana","Production","Yams","2018","7858208.58"
"Crops and livestock products","Ghana","Area harvested","Yams","2019","500000"
"Crops and livestock products","Ghana","Yield","Yams","2019","17508"
"Crops and livestock products","Ghana","Production","Yams","2019","8754000"
"Crops and livestock products","Ghana","Area harvested","Yams","2020","505000"
"Crops and livestock products","Ghana","Yield","Yams","2020","17714.9"
"Crops and livestock products","Ghana","Production","Yams","2020","8946000"
"Crops and livestock products","Ghana","Area harvested","Yams","2021","551000"
"Crops and livestock products","Ghana","Yield","Yams","2021","18653.4"
"Crops and livestock products","Ghana","Production","Yams","2021","10278000"
"Crops and livestock products","Ghana","Area harvested","Yams","2022","580707"
"Crops and livestock products","Ghana","Yield","Yams","2022","18430.8"
"Crops and livestock products","Ghana","Production","Yams","2022","10702900.69"
"Crops and livestock products","Ghana","Area harvested","Yams","2023","568184"
"Crops and livestock products","Ghana","Yield","Yams","2023","18570.3"
"Crops and livestock products","Ghana","Production","Yams","2023","10551330.91"
"Crops and livestock products","Ghana","Area harvested","Yams","2024","536529"
"Crops and livestock products","Ghana","Yield","Yams","2024","18849"
"Crops and livestock products","Ghana","Production","Yams","2024","10113013.74"
